,id,no_civique,rue,no_local,code_postal,etage,entreprise,telephone,enfant,type_etablissement,usage_1,usage_2,usage_3,type_scian,secteur_nom,classe_nom,neq,secteur_commercial,grandes_chaines,date_creation,date_modification,Longitude,Latitude
91,abbb49dc-b85b-41a0-943a-7e67f624f354,4375,Rue Ouimet,,J1L 1X5,1,SISCO SECURITE INC.,819 569-0171,False,Commerce de gros/para-industriel,Services d'affaires,Sécurité,Services de systèmes de sécurité (sauf les serruriers),561621.0,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement",Services de systèmes de sécurité (sauf les serruriers),1145084159.0,Rock Forest - Deauville,False,2020-09-14,2024-08-01,-71.9725768,45.3938433
92,507dea45-88af-4fb4-aa0b-0b7bf1ac6f27,4370,Rue Ouimet,,J1L 2A8,1,VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Rock Forest - Deauville,False,2020-09-14,2024-08-01,-71.9722936,45.3932859
93,92cd4338-b794-4346-bb65-9b210e8b12ae,4374,Rue Ouimet,,J1L 2A8,1,VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Rock Forest - Deauville,False,2022-04-14,2024-08-01,-71.9722936,45.3932859
94,e05bb344-edfd-4151-98bf-6afb2e5bf714,4378,Rue Ouimet,,J1L 2A8,1,GROUPE 4 ACTION S.E.N.C.,,False,Commerce de gros/para-industriel,NON-CLASSÉS,NON-CLASSÉS,NON-CLASSÉS,999999.0,Non-classés,NON-CLASSÉS,,Rock Forest - Deauville,False,2020-09-14,2024-06-17,-71.9722936,45.3932859
95,e919a5e3-d8a6-495c-be5a-11ec92fc9366,4365,Rue Robitaille,,J1L 2K2,1,HAMSTER-MEGABURO INC.,819 566-5366,False,Commerce de gros/para-industriel,Biens semi-courants,Marchandises spécialisées,Magasins de fournitures de bureau et de papeterie,459410.0,Commerce de détail,Détaillants de fournitures de bureau et de papeterie,1147194683.0,Rock Forest - Deauville,True,2020-09-14,2024-08-02,-71.9722494,45.3910321
96,3d256dd0-091f-4f97-9d07-b13ce9144a4e,181,Rue Léger,,J1L 1M2,1,NATIONEX,1 666 999-3637,False,Commerce de gros/para-industriel,Transport,Autres transports,Autres intermédiaires en transport de marchandises,488519.0,Transport et entreposage,Autres intermédiaires en transport de marchandises,1168471010.0,Rock Forest - Deauville,False,2022-09-15,2024-06-17,-71.9707916,45.3931117
97,8f732ffc-5e57-4548-9baa-1cf762bfb14a,4350,Rue Ouimet,,J1L 2A8,1,LUMEN,819 566-0966,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de fils et de fournitures électriques de construction,416110.0,Commerce de gros,Grossistes-marchands de fils et de fournitures électriques de construction,1161248001.0,Rock Forest - Deauville,False,2020-09-14,2024-06-12,-71.9707916,45.3931117
98,3667ad16-0ffb-407d-bec9-eb94b55e78f7,171,Rue Léger,,J1L 1M2,1,WSP,819 340-6124,False,Commerce de gros/para-industriel,Services professionnels,"Architecture, génie et services connexes",Services de génie,541330.0,"Services professionnels, scientifiques et techniques",Services de génie,1148357057.0,Rock Forest - Deauville,False,2020-09-14,2024-08-01,-71.97044500000001,45.3916011
99,bff30583-501b-4c00-95e0-b52e38eb37c2,151,Rue Léger,,J1L 2G8,1,HUOT,819 820-2121,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,"Grossistes-marchands de matériel et fournitures de plomberie, de chauffage et de climatisation",416120.0,Commerce de gros,"Grossistes-marchands de matériel et fournitures de plomberie, de chauffage et de climatisation",1140902363.0,Rock Forest - Deauville,False,2020-09-14,2024-08-01,-71.9703102,45.39020619999999
101,809cd5e9-e80a-46e3-aae7-8d048eef3b3b,161,Rue Léger,,J1L 1M2,1,JON AIR VENTILATION CLIMATISATION,819 437-3640,False,Commerce de gros/para-industriel,Construction,Construction,Tous les autres entrepreneurs spécialisés,238990.0,Construction,Tous les autres entrepreneurs spécialisés,,Rock Forest - Deauville,False,2022-09-15,2024-08-01,-71.97035869999999,45.3909022
103,54a45611-08a1-4905-a7fe-c843fdb841e2,1278,Rue Grégoire,,J1N 1S7,1,CARROSSERIE M. BOISVERT,819 346-4513,False,Commerce,Services aux consommateurs,Entretien automobile,"Réparation et entretien de la carrosserie, de la peinture et de l'intérieur de véhicules automobiles",811121.0,Autres services (sauf les administrations publiques),"Réparation et entretien de la carrosserie, de la peinture et de l'intérieur de véhicules automobiles",1147074471.0,Rock Forest - Deauville,False,2020-10-30,2024-07-31,-71.97015449999999,45.3827378
104,b702f886-fa7f-4482-95d8-04a4e4ffbce1,172,Rue Léger,,J1L 1M1,1,KAYCAN LTÉE,819 563-8282,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de gammes spécialisées de fournitures de construction,416390.0,Commerce de gros,Grossistes-marchands de gammes spécialisées de fournitures de construction,1141976416.0,Rock Forest - Deauville,False,2020-09-14,2024-08-02,-71.9694833,45.3919642
105,c0a43bd3-0e76-49d6-97ec-9cad53ddfb5e,240,Rue Léger,,J1L 1M1,1,ENERGIR,1 800 361-4568,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de pétrole et de produits pétroliers,412110.0,Commerce de gros,Grossistes-marchands de pétrole et de produits pétroliers,3341719501.0,Rock Forest - Deauville,False,2020-09-14,2024-08-01,-71.969458,45.3944921
106,b2dba91b-6a2f-4b6f-b8ce-0cc2a85f6466,180,Rue Léger,,J1L 1M1,"1,2",TRANSPORT ROBERT,819 822-1008,False,Commerce de gros/para-industriel,Transport,Transport de marchandises,"Transport par camion de marchandises diverses sur de longues distances, charge complète",484121.0,Transport et entreposage,"Transport par camion de marchandises diverses sur de longues distances, charge complète",1161608287.0,Rock Forest - Deauville,False,2020-09-14,2024-08-01,-71.96932389999999,45.3929087
107,537d5ee3-9619-42dc-90b1-e3a5d0dfba12,5017,Rue Bertrand-Fabi,,J1N 0S7,1,DÉPANNEUR BEAU-SOIR,819 564-0996,False,Commerce,Biens courants,Alimentation,Stations-service avec dépanneurs,457110.0,Commerce de détail,Stations-service avec dépanneurs,1171544589.0,Rock Forest - Deauville,True,2020-04-16,2024-06-21,-71.9692464,45.368267
108,1634b492-3a7c-4579-8824-0693cb600f6f,156,Rue Léger,,J1L 1L9,1,PISCINE ET SPA LÉGER,,False,Commerce de gros/para-industriel,Biens réfléchis,"Piscines, spas et cabanons","Piscines, spas et cabanons",459999.0,Commerce de détail,Tous les autres détaillants de détail divers (sauf les détaillants de matériel pour la fabrication de la bière et du vin),,Rock Forest - Deauville,False,2022-09-15,2024-06-17,-71.96890719999999,45.391012
111,9c568ef6-97ce-4993-86b8-2e1c0309e417,140,Rue Léger,B,J1L 1L9,-1,ICS DISTRIBUTION,514 264-2472,False,Commerce de gros/para-industriel,Transport,Livraison,Messageries,492110.0,Transport et entreposage,Messageries,3375446492.0,Rock Forest - Deauville,False,2022-09-15,2024-08-02,-71.9684138,45.3895526
112,8f402a45-03e8-45e7-a210-bc35acbd3df9,142,Rue Léger,,J1L 1L9,1,PÂTISSERIE DISTRIBUTION JB,819 200-3838,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands d'autres gammes spécialisées d'aliments,413190.0,Commerce de gros,Grossistes-marchands d'autres gammes spécialisées d'aliments,,Rock Forest - Deauville,False,2020-09-14,2024-08-02,-71.9684138,45.3895526
114,768df43d-968c-43c3-9783-5afe94ce5ad6,4155,Rue Brodeur,,J1L 1K4,1,RÉSEAU BIBLIO DE L'ESTRIE,819 565-9744,False,Commerce de gros/para-industriel,Organismes publics et privés,Organismes publics,Bibliothèques,519211.0,Industrie de l'information et industrie culturelle,Bibliothèques,1141113564.0,Rock Forest - Deauville,False,2020-09-14,2024-08-02,-71.9669632,45.3918515
115,3e0f66f2-b43b-4a08-9e2c-226e0b0657d9,4145,Rue Brodeur,,J1L 1K4,1,AIR LIQUIDE CANADA INC.,1 833 935-3252,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de produits chimiques et de produits analogues (sauf agricoles),418410.0,Commerce de gros,Grossistes-marchands de produits chimiques et de produits analogues (sauf agricoles),1143122183.0,Rock Forest - Deauville,False,2020-09-14,2024-08-02,-71.9662431,45.391812400000006
116,0b839d96-68a4-4f27-bd3d-6afae371d214,4027,Rue Brodeur,,J1L 1K4,1,RECONNAISSANCE WILLIAMS,819 562-1254,False,Commerce de gros/para-industriel,Fabrication,Autre fabrication,Fabrication de bijoux et de pièces d'argenterie,339910.0,Fabrication,Fabrication de bijoux et de pièces d'argenterie,1167628289.0,Rock Forest - Deauville,False,2020-09-14,2024-08-02,-71.9632249,45.3919152
117,6ab28f0c-f8da-44b4-ba17-4f0e8a345b26,4100,Rue Brodeur,,J1L 1V9,1,GROUPE TRESK,1 800 567-3534,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,"Grossistes-marchands de machines, matériel et fournitures industriels",417230.0,Commerce de gros,"Grossistes-marchands de machines, matériel et fournitures industriels",1141906876.0,Rock Forest - Deauville,False,2020-09-14,2024-08-02,-71.9653003,45.3912179
118,d23170a8-387a-4070-ac80-04b902b57052,4070,Rue Brodeur,,J1L 1V9,"1,2",GNR CORBUS,819 564-2300,False,Commerce de gros/para-industriel,Construction,Construction,"Entrepreneurs en plomberie, chauffage et climatisation",238220.0,Construction,"Entrepreneurs en plomberie, chauffage et climatisation",1142779421.0,Rock Forest - Deauville,False,2020-09-14,2024-08-02,-71.96471749999999,45.390882600000005
119,1d7beb23-44fd-4c99-bd5f-cc17db47dd3f,4702,Rue Bertrand-Fabi,,J1N 2B1,1,ELY SIUM,,False,Commerce,Services aux consommateurs,Soins personnels,Salons de tatouage,812190.0,Autres services (sauf les administrations publiques),Autres services de soins personnels,,Rock Forest - Deauville,False,2020-09-21,2024-06-21,-71.96448713237127,45.372533013320776
120,eb54e575-b918-4fca-b31a-1b8f8a076c87,25,Rue Léger,,J1L 1X1,1,SHAWARMA ROCKFOREST,819 560-1777,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Restaurants rapides, Cantines",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,,Rock Forest - Deauville,False,2022-09-28,2024-07-31,-71.9645551,45.3859256
121,aa33d55c-9704-4d7b-9050-b9a92ea91208,23,Rue Léger,,J1L 1X1,1,VINTAGE BARBERSHOP,819 933-3019,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure pour hommes,812114.0,Autres services (sauf les administrations publiques),Salons de coiffure pour hommes,1173114266.0,Rock Forest - Deauville,False,2020-04-16,2024-07-31,-71.9645551,45.3859256
122,85a5d8e3-2f2b-40f7-9507-33f2f663794b,4135,Rue Lesage,,J1L 2Z9,1,COOPÉRATIVE DE TRAVAILLEURS D'AMBULANCE DE L'ESTRIE,819 569-5559,False,Commerce,Services professionnels,Professionnels de la santé et assistance sociale,Services d'ambulance (sauf les services d'ambulance aérienne),621911.0,Soins de santé et assistance sociale,Services d'ambulance (sauf les services d'ambulance aérienne),1162405485.0,Rock Forest - Deauville,False,2020-09-14,2024-08-01,-71.9641065,45.3951702
123,4b5a1905-94ce-47a0-b443-7f9c94cb1df9,4334,Rue Bertrand-Fabi,,J1N 1Y7,1,FAE PYROTECHNIE INC.,819 564-0133,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Toutes les autres industries du divertissement et du loisir,713999.0,"Arts, spectacles et loisirs",Toutes les autres industries du divertissement et du loisir,1167904680.0,Rock Forest - Deauville,False,2020-04-16,2024-06-25,-71.963689,45.3797266
124,f38a4f47-689c-4ffc-a46b-583ee20c1d22,4336,Rue Bertrand-Fabi,,J1N 1Y7,1,TRÉSOR DE FÊTES,873 200-4848,False,Commerce,Autres,Autres services,Tous les autres services de soutien,561990.0,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement",Tous les autres services de soutien,2271234520.0,Rock Forest - Deauville,False,2023-06-16,2024-06-25,-71.963689,45.3797266
125,47cbaa2e-32b5-42d2-b0c1-c5e9ae132ec1,14,Rue Léger,,J1L 1W1,1,BRASSERIE LA SEIGNEURIE,819 564-2606,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,1170589544.0,Rock Forest - Deauville,False,2020-04-16,2024-07-31,-71.96357850000001,45.38630939999999
126,094c262f-c9bf-4162-8b6f-b7df2c5caaa3,4332,Rue Bertrand-Fabi,,J1N 1Y7,"1, 2",NAMASTE CONSTRUCTION,819 437-6531,False,Commerce,Construction,Construction,Tous les autres entrepreneurs spécialisés,238990.0,Construction,Tous les autres entrepreneurs spécialisés,1175023663.0,Rock Forest - Deauville,False,2021-09-21,2024-06-25,-71.9634821,45.3796539
127,63cd2d1f-9f21-499a-8c21-83eb0e18f3e7,4135,Rue Bertrand-Fabi,,J1L 2G3,1,J M GRÉGOIRE,819 822-2363,False,Commerce,Biens semi-courants,Accessoires et décoration,Magasins de tous les autres accessoires de maison,449129.0,Commerce de détail,Détaillants de tous les autres accessoires de maison,1143729516.0,Rock Forest - Deauville,False,2020-04-16,2024-06-25,-71.9631942,45.384499
128,29a9fd22-6b55-4dc2-b91f-a415e46573f4,4100,Rue Lesage,,J1L 0B6,"1,2",VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Rock Forest - Deauville,False,2020-09-14,2024-06-19,-71.9631826,45.3939966
129,28a3e461-ead1-41e2-8ef9-5775d8db8005,165,Rue Sauvé,,J1L 1L6,1,IMPORTATIONS THIBAULT LTÉE,819 569-6212,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Agents et courtiers du commerce de gros,419120.0,Commerce de gros,Agents et courtiers du commerce de gros,1143752948.0,Rock Forest - Deauville,False,2020-09-14,2024-08-02,-71.9626761,45.3909347
130,fc200232-d189-48b5-a8ba-7b980356da2e,4075,Rue Lesage,,J1L 2Z9,1,EXCAVATION ANDRÉ GRENIER,819 346-9011,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en préparation de terrains,238910.0,Construction,Entrepreneurs en préparation de terrains,1160888435.0,Rock Forest - Deauville,False,2020-09-14,2024-07-31,-71.9615926,45.3951621
131,6e43ed5e-e49c-403d-b1b5-e84b6ad8f619,4025,Rue Lesage,,J1L 2Z9,1,NOVOLEX,438 899-9948,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Entreposage et emmagasinage général,493110.0,Transport et entreposage,Entreposage et emmagasinage général,1173825440.0,Rock Forest - Deauville,False,2020-09-14,2024-06-19,-71.9612671,45.3961524
132,c3b670d7-e983-48c4-9115-96ded8219fb6,3675,Rue du Blanc-Coteau,,J1L 0B4,1,ROYAUME LUMINAIRE SHERBROOKE INC.,819 348-0801,False,Commerce,Biens semi-courants,Accessoires et décoration,Magasins de tous les autres accessoires de maison,449129.0,Commerce de détail,Détaillants de tous les autres accessoires de maison,1172802218.0,Rock Forest - Deauville,False,2020-04-16,2024-08-02,-71.96083399999999,45.3910621
133,3c4ac9c7-5567-4aa0-a76c-45db1756ea7b,130,Rue Sauvé,,J1L 0A7,-1,M5 TECHNOLOGIES,819 829-8749,False,Commerce de gros/para-industriel,Autres,Recherche et développement,"Recherche et développement en sciences physiques, en génie et en sciences de la vie",541710.0,"Services professionnels, scientifiques et techniques","Recherche et développement en sciences physiques, en génie et en sciences de la vie",1143495621.0,Rock Forest - Deauville,False,2020-04-16,2024-08-02,-71.960957,45.3894332
134,3f466d7b-5840-4de8-8ddb-255f2797fb85,3625,Rue du Blanc-Coteau,,J1L 0B4,"1, 2",VOLVO SHERBROOKE,819 563-8303,False,Commerce,Biens réfléchis,Vente de véhicule,Concessionnaires d'automobiles neuves,441110.0,Commerce de détail,Concessionnaires d'automobiles neuves,1162769989.0,Rock Forest - Deauville,True,2020-04-16,2024-08-02,-71.9607834,45.3904757
139,827b1782-ad11-4c19-abad-f0b2f3027d2b,4880,Boulevard Bourque,,J1N 2A7,1,PNEUS CHARTRAND MÉCANIQUE,819 823-1411,False,Commerce,Biens semi-courants,Marchandises spécialisées,Marchands de pneus,441340.0,Commerce de détail,Marchands de pneus,1166257130.0,Rock Forest - Deauville,False,2020-04-16,2024-06-21,-71.9877763,45.370819
141,44e535d9-9cb7-46ff-a4c0-f00f36028acc,701,Chemin Louis-Cayer,,J1H 2P6,1,CLIMATISATION ROGER DEMERS INC.,819 565-0817,False,Commerce de gros/para-industriel,Construction,Construction,"Entrepreneurs en plomberie, chauffage et climatisation",238220.0,Construction,"Entrepreneurs en plomberie, chauffage et climatisation",1160639010.0,Rock Forest - Deauville,False,2020-10-30,2024-07-31,-72.02091639999999,45.38119199999999
147,31b255d2-1929-48a8-a32f-69ee11e4f51a,8650,Boulevard Bourque,,J1N 0G2,1,PLANCHER PROJET DESIGN,819-861-2826,False,Commerce,Biens réfléchis,Matériaux de construction spécialisés,Magasins de revêtements de sol,449121.0,Commerce de détail,Détaillants de revêtements de sol,1171460356.0,Rock Forest - Deauville,False,2021-01-11,2024-06-11,-72.06161569999999,45.323344
149,dcf5e41e-fd9d-4544-a8fc-40bd16d2db82,6529,Rue Émery-Fontaine,,J1N 2S6,1,AUTO VALUE LAPLANTE AUTOMOBILES ENR.,819 864-4994,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1143166156.0,Rock Forest - Deauville,True,2020-04-16,2024-06-21,-71.9902978,45.3498895
150,3f5d1cab-e4fb-41a8-888b-7540404b2a3c,4350,Rue Robitaille,,J1L 0B5,"1,2",ENVIRONNEMENT EXPERT,819 291-8378,False,Commerce de gros/para-industriel,Services professionnels,"Architecture, génie et services connexes",Services de conseils en environnement,541620.0,"Services professionnels, scientifiques et techniques",Services de conseils en environnement,1178407608.0,Rock Forest - Deauville,False,2022-09-15,2024-08-02,-71.9715913,45.3901629
151,92d3307a-4058-4277-ae16-569c7e632ac3,370,Rue Rodolphe-Racine,,J1R 0S7,1,AÉROTEC VENTE MACHINES-OUTILS,,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,"Grossistes-marchands de machines, matériel et fournitures industriels",417230.0,Commerce de gros,"Grossistes-marchands de machines, matériel et fournitures industriels",,Rock Forest - Deauville,False,2024-09-30,,-72.0057514,45.3880171
